odd,date
5.39,2021-04-26 03:23:56.236502
1.62,2021-04-26 03:24:14.404399
1.20,2021-04-26 03:24:26.523502
1.14,2021-04-26 03:24:38.669168
2.91,2021-04-26 03:25:05.905251
1.03,2021-04-26 03:25:18.034921
17.68,2021-04-26 03:26:15.632648
1.56,2021-04-26 03:26:33.750673
9.52,2021-04-26 03:27:22.240664
1.00,2021-04-26 03:27:31.342291
9.43,2021-04-26 03:28:19.747336
1.16,2021-04-26 03:28:31.857027
2.58,2021-04-26 03:28:59.160199
1.89,2021-04-26 03:29:20.397505
1.30,2021-04-26 03:29:32.506308
1.92,2021-04-26 03:29:53.702059
3.06,2021-04-26 03:30:23.968427
1.00,2021-04-26 03:30:33.059852
438.16,2021-04-26 03:32:25.034205
3.19,2021-04-26 03:32:55.249394
1.44,2021-04-26 03:33:10.362972
2.64,2021-04-26 03:33:37.586128
10.43,2021-04-26 03:34:26.074308
44.26,2021-04-26 03:35:41.910973
1.29,2021-04-26 03:35:54.025015
2.36,2021-04-26 03:36:18.242175
1.10,2021-04-26 03:36:30.344500
1.00,2021-04-26 03:36:42.459241
1.28,2021-04-26 03:36:54.579667
1.06,2021-04-26 03:37:06.689207
1.15,2021-04-26 03:37:18.839707
7.31,2021-04-26 03:38:04.281493
1.03,2021-04-26 03:38:13.386882
7.54,2021-04-26 03:38:58.859399
1.49,2021-04-26 03:39:14.003926
12.40,2021-04-26 03:40:05.524368
1.10,2021-04-26 03:40:17.658593
1.55,2021-04-26 03:40:35.824605
19.80,2021-04-26 03:41:36.391415
1.00,2021-04-26 03:41:45.477182
1.30,2021-04-26 03:42:00.617215
1.48,2021-04-26 03:42:15.753199
1.00,2021-04-26 03:42:27.901179
1.77,2021-04-26 03:42:46.075007
8.92,2021-04-26 03:43:34.568919
25.51,2021-04-26 03:44:38.170877
3.78,2021-04-26 03:45:11.523829
1.98,2021-04-26 03:45:32.774357
3.57,2021-04-26 03:46:03.028790
1.63,2021-04-26 03:46:21.222739
2.74,2021-04-26 03:46:48.486559
1.27,2021-04-26 03:47:03.643787
1.30,2021-04-26 03:47:18.762581
1.00,2021-04-26 03:47:27.856378
1.03,2021-04-26 03:47:40.012189
1.13,2021-04-26 03:47:52.129136
7.92,2021-04-26 03:48:34.537345
2.02,2021-04-26 03:48:58.794729
1.23,2021-04-26 03:49:10.929057
1.42,2021-04-26 03:49:26.054376
1.00,2021-04-26 03:49:38.147503
3.27,2021-04-26 03:50:08.460162
2.13,2021-04-26 03:50:29.665643
2.87,2021-04-26 03:50:59.943881
2.88,2021-04-26 03:51:27.204885
1.48,2021-04-26 03:51:42.367107
4.57,2021-04-26 03:52:18.690060
4.29,2021-04-26 03:52:55.076452
10.01,2021-04-26 03:53:43.548645
6.26,2021-04-26 03:54:22.926204
5.73,2021-04-26 03:55:02.303920
3.48,2021-04-26 03:55:32.626821
4.90,2021-04-26 03:56:08.993669
9.12,2021-04-26 03:56:57.452280
1.02,2021-04-26 03:57:09.574838
1.64,2021-04-26 03:57:27.740359
72.28,2021-04-26 03:58:49.554999
1.41,2021-04-26 03:59:04.681481
13.85,2021-04-26 03:59:59.258379
3.07,2021-04-26 04:00:26.513103
6.35,2021-04-26 04:01:08.957455
2.65,2021-04-26 04:01:36.214116
13.44,2021-04-26 04:02:27.712012
7.83,2021-04-26 04:03:13.196898
20.71,2021-04-26 04:04:13.791037
1.10,2021-04-26 04:04:25.921641
2.70,2021-04-26 04:04:53.183488
7.07,2021-04-26 04:05:35.648261
2.48,2021-04-26 04:05:59.894900
1.73,2021-04-26 04:06:21.116916
2.76,2021-04-26 04:06:48.343836
7.52,2021-04-26 04:07:30.752514
1.41,2021-04-26 04:07:48.943994
1.33,2021-04-26 04:08:04.094484
6.07,2021-04-26 04:08:43.464488
1.23,2021-04-26 04:08:55.588130
5.68,2021-04-26 04:09:34.954524
3.42,2021-04-26 04:10:08.345448
2.07,2021-04-26 04:10:29.555707
1.36,2021-04-26 04:10:44.699053
2.32,2021-04-26 04:11:08.935754
4.02,2021-04-26 04:11:42.238795
1.52,2021-04-26 04:12:00.438083
24.24,2021-04-26 04:13:04.052537
4.93,2021-04-26 04:13:40.440321
1.68,2021-04-26 04:13:58.617658
15.41,2021-04-26 04:15:14.366180
1.11,2021-04-26 04:15:26.495689
1.61,2021-04-26 04:15:44.678887
1.76,2021-04-26 04:16:02.838982
1.26,2021-04-26 04:16:18.010311
1.45,2021-04-26 04:16:33.190613
22.90,2021-04-26 04:17:36.826846
1.87,2021-04-26 04:17:58.045436
1.44,2021-04-26 04:18:13.225557
3.13,2021-04-26 04:18:43.496912
1.02,2021-04-26 04:18:52.577608
1.37,2021-04-26 04:19:07.694914
1.86,2021-04-26 04:19:28.908863
130.57,2021-04-26 04:20:59.957518
1.00,2021-04-26 04:21:12.085234
3.87,2021-04-26 04:21:42.394952
1.75,2021-04-26 04:22:03.549196
14.53,2021-04-26 04:22:58.071448
1.00,2021-04-26 04:23:07.167414
3.45,2021-04-26 04:23:40.472764
1.65,2021-04-26 04:23:58.640216
57.80,2021-04-26 04:25:14.407293
10.41,2021-04-26 04:26:05.922684
4.89,2021-04-26 04:26:42.319149
1.07,2021-04-26 04:26:51.407539
1.59,2021-04-26 04:27:09.580237
1.00,2021-04-26 04:27:21.681687
2.16,2021-04-26 04:27:42.896145
4.19,2021-04-26 04:28:19.300018
8.73,2021-04-26 04:29:04.735784
149.85,2021-04-26 04:30:38.747638
5.26,2021-04-26 04:31:15.152575
3.49,2021-04-26 04:31:48.456344
1.63,2021-04-26 04:32:06.641076
1.09,2021-04-26 04:32:15.752363
1.20,2021-04-26 04:32:30.897703
2.04,2021-04-26 04:32:51.518281
3.87,2021-04-26 04:33:24.852743
2.20,2021-04-26 04:33:49.093490
8.32,2021-04-26 04:34:34.526491
1.29,2021-04-26 04:34:49.730354
2.74,2021-04-26 04:35:13.975958
2.71,2021-04-26 04:35:41.276853
3.22,2021-04-26 04:36:11.549421
30.96,2021-04-26 04:37:21.199221
8.53,2021-04-26 04:38:06.661805
1.00,2021-04-26 04:38:15.737339
1.11,2021-04-26 04:38:27.869895
1.65,2021-04-26 04:38:46.044151
2.09,2021-04-26 04:39:07.266823
2.15,2021-04-26 04:39:31.522608
2.38,2021-04-26 04:39:58.813560
2.28,2021-04-26 04:40:19.999273
1.00,2021-04-26 04:40:32.118083
2.01,2021-04-26 04:40:53.343326
2.15,2021-04-26 04:41:17.576645
10.84,2021-04-26 04:42:06.071241
20.86,2021-04-26 04:43:06.763297
3.66,2021-04-26 04:43:40.082625
3.40,2021-04-26 04:44:10.407536
1.31,2021-04-26 04:44:25.578200
1.81,2021-04-26 04:44:43.751567
3.20,2021-04-26 04:45:14.126953
7.61,2021-04-26 04:45:59.554262
5.58,2021-04-26 04:46:38.912231
1.33,2021-04-26 04:46:54.048245
4.55,2021-04-26 04:47:27.372546
3.32,2021-04-26 04:47:57.651214
1.07,2021-04-26 04:48:09.790395
3.01,2021-04-26 04:48:37.123443
3.29,2021-04-26 04:49:07.433620
4.53,2021-04-26 04:49:43.828789
5.92,2021-04-26 04:50:23.258893
1.00,2021-04-26 04:50:35.375562
2.93,2021-04-26 04:51:11.717454
1.22,2021-04-26 04:51:26.872403
1.14,2021-04-26 04:51:39.009529
2.38,2021-04-26 04:52:03.329472
1.14,2021-04-26 04:52:15.453732
3.58,2021-04-26 04:52:45.724139
1.27,2021-04-26 04:53:00.898973
4.39,2021-04-26 04:53:37.284408
2.98,2021-04-26 04:54:04.551090
1.88,2021-04-26 04:54:25.749751
1.00,2021-04-26 04:54:34.840816
7.12,2021-04-26 04:55:20.288882
1.71,2021-04-26 04:55:38.505859
1.62,2021-04-26 04:55:56.696516
4.10,2021-04-26 04:56:30.015724
1.00,2021-04-26 04:56:39.107022
1.18,2021-04-26 04:56:54.240286
,2021-04-26 04:57:09.434117
1.55,2021-04-26 04:57:12.480326
1.19,2021-04-26 04:57:24.614053
2.98,2021-04-26 04:57:51.905661
1.24,2021-04-26 04:58:07.071087
5.93,2021-04-26 04:58:46.459170
7.48,2021-04-26 04:59:28.916101
1.30,2021-04-26 04:59:44.117681
1.78,2021-04-26 05:00:05.345014
1.22,2021-04-26 05:00:17.471649
1.16,2021-04-26 05:00:29.604190
1.08,2021-04-26 05:00:41.750765
9.79,2021-04-26 05:01:30.238491
1.93,2021-04-26 05:01:51.463455
3.81,2021-04-26 05:02:24.802081
4.00,2021-04-26 05:02:58.169952
5.48,2021-04-26 05:03:37.596567
1.72,2021-04-26 05:03:55.787179
7.03,2021-04-26 05:04:38.224373
11.69,2021-04-26 05:05:29.785011
1.20,2021-04-26 05:05:41.927226
1.10,2021-04-26 05:05:54.079319
62.78,2021-04-26 05:07:12.962809
7.83,2021-04-26 05:07:58.415185
1.00,2021-04-26 05:08:07.503325
1.21,2021-04-26 05:08:22.663532
1.00,2021-04-26 05:08:31.755998
5.55,2021-04-26 05:09:11.124553
1.78,2021-04-26 05:09:29.364065
33.45,2021-04-26 05:10:39.083624
1.08,2021-04-26 05:10:51.204473
2.51,2021-04-26 05:11:15.466522
1.07,2021-04-26 05:11:27.598439
1.85,2021-04-26 05:11:48.801676
1.35,2021-04-26 05:12:03.948905
2.03,2021-04-26 05:12:25.149807
1.92,2021-04-26 05:12:46.379239
3.50,2021-04-26 05:13:16.699408
7.40,2021-04-26 05:14:02.142804
1.40,2021-04-26 05:14:17.284336
1.07,2021-04-26 05:14:29.453753
6.31,2021-04-26 05:15:08.862672
1.33,2021-04-26 05:15:24.020848
1.25,2021-04-26 05:15:39.161662
5.59,2021-04-26 05:16:18.566099
15.12,2021-04-26 05:17:13.082125
1.14,2021-04-26 05:17:25.191704
1.36,2021-04-26 05:17:40.338268
1.43,2021-04-26 05:17:55.470214
7.00,2021-04-26 05:18:37.875135
2.37,2021-04-26 05:19:05.141231
1.52,2021-04-26 05:19:23.332527
1.03,2021-04-26 05:19:32.418772
2.80,2021-04-26 05:19:59.704090
3.93,2021-04-26 05:20:33.009292
1.00,2021-04-26 05:20:45.132397
4.45,2021-04-26 05:21:18.499452
1.00,2021-04-26 05:21:27.606978
1.78,2021-04-26 05:21:48.797243
1.48,2021-04-26 05:22:06.983655
3.32,2021-04-26 05:22:37.332201
1.04,2021-04-26 05:22:46.431571
1.12,2021-04-26 05:22:58.596800
1.26,2021-04-26 05:23:13.738905
28.11,2021-04-26 05:24:17.453655
1.66,2021-04-26 05:24:38.698153
1.59,2021-04-26 05:24:56.876716
2.17,2021-04-26 05:25:18.114327
1.44,2021-04-26 05:25:36.301605
1.87,2021-04-26 05:25:54.501141
1.05,2021-04-26 05:26:06.615660
1.37,2021-04-26 05:26:21.754811
2.41,2021-04-26 05:26:45.982919
1.46,2021-04-26 05:27:04.172773
4.66,2021-04-26 05:27:40.525485
2.51,2021-04-26 05:28:04.726743
1.02,2021-04-26 05:28:16.842939
1.30,2021-04-26 05:28:28.967372
2.10,2021-04-26 05:28:53.270024
1.09,2021-04-26 05:29:05.430215
1.47,2021-04-26 05:29:20.592803
1.00,2021-04-26 05:29:32.741782
1.54,2021-04-26 05:29:47.863145
2.35,2021-04-26 05:30:12.130014
1.88,2021-04-26 05:30:33.346549
1.80,2021-04-26 05:30:54.574478
1.22,2021-04-26 05:31:06.700768
1.20,2021-04-26 05:31:21.887375
2.20,2021-04-26 05:31:43.118331
1.79,2021-04-26 05:32:04.321510
2.34,2021-04-26 05:32:28.589282
1.43,2021-04-26 05:32:43.777964
5.43,2021-04-26 05:33:23.134177
1.00,2021-04-26 05:33:32.238059
3.95,2021-04-26 05:34:05.551239
3.56,2021-04-26 05:34:35.862492
1.86,2021-04-26 05:34:57.105315
7.02,2021-04-26 05:35:39.598063
6.73,2021-04-26 05:36:22.004622
1.05,2021-04-26 05:36:34.117734
4.22,2021-04-26 05:37:07.445353
8.28,2021-04-26 05:37:52.887428
1.58,2021-04-26 05:38:11.045698
1.84,2021-04-26 05:38:32.239883
1.11,2021-04-26 05:38:44.409013
1.40,2021-04-26 05:38:59.567686
1.93,2021-04-26 05:39:20.738596
1.14,2021-04-26 05:39:32.871324
2.38,2021-04-26 05:39:57.077247
1.05,2021-04-26 05:40:09.200062
1.03,2021-04-26 05:40:18.285861
8.47,2021-04-26 05:41:03.743260
1.93,2021-04-26 05:41:24.959093
1.83,2021-04-26 05:41:46.168493
2.52,2021-04-26 05:42:13.435691
2.69,2021-04-26 05:42:37.675042
1.20,2021-04-26 05:42:52.817540
2.76,2021-04-26 05:43:20.101685
1.04,2021-04-26 05:43:29.185354
3.30,2021-04-26 05:43:59.452674
6.60,2021-04-26 05:44:41.886761
4.66,2021-04-26 05:45:18.259608
8.48,2021-04-26 05:46:03.712518
1.37,2021-04-26 05:46:18.893194
1.81,2021-04-26 05:46:40.134061
2.20,2021-04-26 05:47:04.363302
1.47,2021-04-26 05:47:19.515738
73.09,2021-04-26 05:48:41.506810
2.16,2021-04-26 05:49:05.749314
16.17,2021-04-26 05:50:00.359864
1.00,2021-04-26 05:50:12.481177
1.70,2021-04-26 05:50:30.668934
1.53,2021-04-26 05:50:48.869656
1.78,2021-04-26 05:51:07.051144
2.26,2021-04-26 05:51:31.322748
1.78,2021-04-26 05:51:52.558792
1.00,2021-04-26 05:52:01.663288
1.77,2021-04-26 05:52:19.849848
3.25,2021-04-26 05:52:50.232893
8.38,2021-04-26 05:53:35.708274
12.14,2021-04-26 05:54:27.232508
1.00,2021-04-26 05:54:39.394912
1.67,2021-04-26 05:54:57.564241
1.00,2021-04-26 05:55:06.669006
8.15,2021-04-26 05:55:52.166887
1.56,2021-04-26 05:56:10.412320
111.11,2021-04-26 05:57:38.348879
1.54,2021-04-26 05:57:56.534149
1.22,2021-04-26 05:58:11.681140
1.93,2021-04-26 05:58:32.922655
2.61,2021-04-26 05:58:57.158413
3.82,2021-04-26 05:59:30.545837
2.18,2021-04-26 05:59:54.788617
92.71,2021-04-26 06:01:19.684456
3.83,2021-04-26 06:01:53.017928
1.64,2021-04-26 06:02:11.250274
1.00,2021-04-26 06:02:20.364308
1.45,2021-04-26 06:02:47.665886
35.41,2021-04-26 06:03:57.429546
1.00,2021-04-26 06:04:06.539855
1.72,2021-04-26 06:04:24.743272
14.76,2021-04-26 06:05:22.325535
1.40,2021-04-26 06:05:37.493232
1.02,2021-04-26 06:05:46.592420
1.47,2021-04-26 06:06:04.760343
1.73,2021-04-26 06:06:22.932905
1.24,2021-04-26 06:06:38.096353
3.56,2021-04-26 06:07:08.435955
1.33,2021-04-26 06:07:23.588709
1.44,2021-04-26 06:07:41.755210
11.98,2021-04-26 06:08:33.286897
1.56,2021-04-26 06:08:48.425321
3.05,2021-04-26 06:09:18.788509
1.19,2021-04-26 06:09:30.911980
1.61,2021-04-26 06:09:49.101723
1.21,2021-04-26 06:10:04.248984
2.01,2021-04-26 06:10:25.458278
4.27,2021-04-26 06:10:58.778896
5.10,2021-04-26 06:11:35.148541
1.55,2021-04-26 06:11:53.368650
1.17,2021-04-26 06:12:05.514275
4.63,2021-04-26 06:12:41.909983
22.59,2021-04-26 06:13:45.504632
1.55,2021-04-26 06:14:00.635179
2.48,2021-04-26 06:14:27.901144
31.26,2021-04-26 06:15:34.617493
4.24,2021-04-26 06:16:07.947948
1.68,2021-04-26 06:16:29.215389
4.03,2021-04-26 06:17:02.579369
3.31,2021-04-26 06:17:32.913099
3.36,2021-04-26 06:18:03.244818
1.58,2021-04-26 06:18:21.416928
1.00,2021-04-26 06:18:30.529536
1.11,2021-04-26 06:18:42.689317
14.63,2021-04-26 06:19:37.323555
1.65,2021-04-26 06:19:55.551480
10.88,2021-04-26 06:20:47.028065
9.99,2021-04-26 06:21:35.580094
1.68,2021-04-26 06:21:53.741661
1.50,2021-04-26 06:22:11.921300
6.92,2021-04-26 06:22:54.397192
1.20,2021-04-26 06:23:06.570849
2.10,2021-04-26 06:23:30.809121
1.03,2021-04-26 06:23:39.920066
2.67,2021-04-26 06:24:07.285841
1.00,2021-04-26 06:24:16.388032
1.42,2021-04-26 06:24:34.573595
1.00,2021-04-26 06:24:43.663894
1.31,2021-04-26 06:24:58.804063
7.92,2021-04-26 06:25:44.234784
4.99,2021-04-26 06:26:20.594248
4.98,2021-04-26 06:27:00.042207
14.92,2021-04-26 06:27:54.620591
2.63,2021-04-26 06:28:21.952862
1.82,2021-04-26 06:28:40.155423
5.50,2021-04-26 06:29:19.518693
1.00,2021-04-26 06:29:28.644741
3.38,2021-04-26 06:29:58.976678
2.88,2021-04-26 06:30:29.335337
1.90,2021-04-26 06:30:47.510535
15.35,2021-04-26 06:31:45.070141
1.75,2021-04-26 06:32:03.239806
1.00,2021-04-26 06:32:15.413797
1.05,2021-04-26 06:32:24.532320
2.35,2021-04-26 06:32:48.768702
2.52,2021-04-26 06:33:16.030735
14.53,2021-04-26 06:34:10.588243
1.48,2021-04-26 06:34:28.770463
1.16,2021-04-26 06:34:40.884009
3.55,2021-04-26 06:35:11.190772
1.69,2021-04-26 06:35:29.370725
2.74,2021-04-26 06:35:56.680071
1.80,2021-04-26 06:36:17.880177
8.26,2021-04-26 06:37:03.321103
2.78,2021-04-26 06:37:30.615082
5.50,2021-04-26 06:38:10.009002
4.39,2021-04-26 06:38:43.351051
2.87,2021-04-26 06:39:10.632630
8.16,2021-04-26 06:39:56.102412
1.46,2021-04-26 06:40:14.273751
2.64,2021-04-26 06:40:41.576710
11.56,2021-04-26 06:41:30.033684
1.96,2021-04-26 06:41:54.305250
1.43,2021-04-26 06:42:09.479810
3.09,2021-04-26 06:42:39.789885
1.00,2021-04-26 06:42:48.897849
1.09,2021-04-26 06:43:01.003307
2.39,2021-04-26 06:43:25.264990
2.24,2021-04-26 06:43:49.549267
1.27,2021-04-26 06:44:01.668082
1.23,2021-04-26 06:44:16.826638
,2021-04-26 06:44:41.124497
2.61,2021-04-26 06:44:44.157099
3.04,2021-04-26 06:45:11.484005
1.57,2021-04-26 06:45:29.659112
2.78,2021-04-26 06:45:56.948995
2.96,2021-04-26 06:46:24.226863
1.39,2021-04-26 06:46:39.412887
2.45,2021-04-26 06:47:06.725852
,2021-04-26 06:47:18.876860
1.29,2021-04-26 06:47:21.901520
2.05,2021-04-26 06:47:43.101581
2.09,2021-04-26 06:48:04.332124
103.97,2021-04-26 06:49:32.278101
1.54,2021-04-26 06:49:50.477039
7.91,2021-04-26 06:50:35.966479
1.00,2021-04-26 06:50:45.109412
1.09,2021-04-26 06:50:57.238192
1.00,2021-04-26 06:51:06.355472
2.63,2021-04-26 06:51:33.607720
1.11,2021-04-26 06:51:45.732808
1.53,2021-04-26 06:52:03.926214
6.37,2021-04-26 06:52:43.326133
20.72,2021-04-26 06:53:46.909963
1.03,2021-04-26 06:53:56.003861
1.07,2021-04-26 06:54:08.153714
1.16,2021-04-26 06:54:20.307317
3.45,2021-04-26 06:54:50.623138
1.30,2021-04-26 06:55:05.741118
2.07,2021-04-26 06:55:26.937805
3.19,2021-04-26 06:55:57.279180
3.99,2021-04-26 06:56:30.630367
1.45,2021-04-26 06:56:48.812505
1.00,2021-04-26 06:56:57.915507
1.39,2021-04-26 06:57:13.067451
17.33,2021-04-26 06:58:10.618941
1.33,2021-04-26 06:58:25.745755
1.40,2021-04-26 06:58:40.938986
20.81,2021-04-26 06:59:41.697692
3.32,2021-04-26 07:00:12.053178
2.17,2021-04-26 07:00:36.344942
3.14,2021-04-26 07:01:06.692385
1.04,2021-04-26 07:01:15.779044
3.93,2021-04-26 07:01:49.138307
1.61,2021-04-26 07:02:07.295166
26.45,2021-04-26 07:03:14.109402
17.07,2021-04-26 07:04:11.711715
1.02,2021-04-26 07:04:20.822578
1.10,2021-04-26 07:04:32.985239
1.55,2021-04-26 07:04:51.130311
2.35,2021-04-26 07:05:15.354244
1.09,2021-04-26 07:05:27.468115
5.52,2021-04-26 07:06:06.898461
1.97,2021-04-26 07:06:28.154994
2.51,2021-04-26 07:06:52.408826
1.33,2021-04-26 07:07:07.589761
3.71,2021-04-26 07:07:40.919476
1.13,2021-04-26 07:07:53.076693
1.39,2021-04-26 07:08:08.273934
1.51,2021-04-26 07:08:26.498032
3.82,2021-04-26 07:08:59.833354
1.00,2021-04-26 07:09:08.947555
2.84,2021-04-26 07:09:45.397225
3.76,2021-04-26 07:10:18.739966
1.58,2021-04-26 07:10:36.938588
1.54,2021-04-26 07:10:55.133734
4.62,2021-04-26 07:11:31.560909
1.00,2021-04-26 07:11:40.652900
1.42,2021-04-26 07:11:55.821836
1.06,2021-04-26 07:12:07.950026
1.19,2021-04-26 07:12:20.092859
1.06,2021-04-26 07:12:32.213222
1.84,2021-04-26 07:12:53.425760
5.77,2021-04-26 07:13:32.844029
1.22,2021-04-26 07:13:44.938505
1.80,2021-04-26 07:14:06.136367
1.65,2021-04-26 07:14:24.347672
5.69,2021-04-26 07:15:03.775842
1.13,2021-04-26 07:15:15.897640
,2021-04-26 07:15:25.008814
1.03,2021-04-26 07:15:28.053081
1.42,2021-04-26 07:15:43.197027
8.68,2021-04-26 07:16:43.822312
1.00,2021-04-26 07:16:55.931582
1.68,2021-04-26 07:17:14.118520
2.30,2021-04-26 07:17:38.394138
1.11,2021-04-26 07:17:50.515929
1881.11,2021-04-26 07:20:06.966172
1.33,2021-04-26 07:20:22.115340
1.85,2021-04-26 07:20:40.322271
1.74,2021-04-26 07:21:01.574820
2.83,2021-04-26 07:21:28.900119
4.03,2021-04-26 07:22:02.273464
2.95,2021-04-26 07:22:29.554574
5.05,2021-04-26 07:23:08.955725
1.16,2021-04-26 07:23:21.065943
1.00,2021-04-26 07:23:30.149357
2.42,2021-04-26 07:23:54.420215
10.42,2021-04-26 07:24:45.928636
1.86,2021-04-26 07:25:07.115927
1.67,2021-04-26 07:25:25.327836
1.09,2021-04-26 07:25:37.475688
1.13,2021-04-26 07:25:49.590155
2.88,2021-04-26 07:26:16.863236
44.13,2021-04-26 07:27:29.620443
2.07,2021-04-26 07:27:53.857182
2.87,2021-04-26 07:28:21.131440
2.30,2021-04-26 07:28:45.371357
1.06,2021-04-26 07:28:57.515874
1.76,2021-04-26 07:29:15.665207
1.00,2021-04-26 07:29:24.748678
1.29,2021-04-26 07:29:39.958763
4.19,2021-04-26 07:30:13.332632
1.84,2021-04-26 07:30:34.539236
1.00,2021-04-26 07:30:46.675910
3.25,2021-04-26 07:31:13.980468
1.51,2021-04-26 07:31:32.208732
1.77,2021-04-26 07:31:53.444157
2.94,2021-04-26 07:32:20.752595
1.35,2021-04-26 07:32:35.907638
1.67,2021-04-26 07:32:54.074544
3.64,2021-04-26 07:33:27.376224
56.86,2021-04-26 07:34:43.143736
3.14,2021-04-26 07:35:13.483193
1.05,2021-04-26 07:35:25.608498
1.11,2021-04-26 07:35:37.730813
4.71,2021-04-26 07:36:14.123677
3.41,2021-04-26 07:36:44.415380
1.79,2021-04-26 07:37:02.606931
1.29,2021-04-26 07:37:17.810394
3.30,2021-04-26 07:37:48.148521
3.09,2021-04-26 07:38:18.499454
2.42,2021-04-26 07:38:42.735282
1.00,2021-04-26 07:38:51.843191
1.99,2021-04-26 07:39:13.070892
1.07,2021-04-26 07:39:25.201072
6.87,2021-04-26 07:40:07.684451
5.46,2021-04-26 07:40:47.106583
1.00,2021-04-26 07:40:56.201896
1.17,2021-04-26 07:41:11.392156
4.68,2021-04-26 07:41:44.736230
2.67,2021-04-26 07:42:12.016909
1.00,2021-04-26 07:42:24.171119
1.38,2021-04-26 07:42:39.354601
2.53,2021-04-26 07:43:03.640979
1.68,2021-04-26 07:43:24.851867
1.01,2021-04-26 07:43:33.952473
2.50,2021-04-26 07:44:01.291302
2.15,2021-04-26 07:44:22.545772
7.88,2021-04-26 07:45:07.969532
1.00,2021-04-26 07:45:17.030884
1.32,2021-04-26 07:45:32.197798
10.96,2021-04-26 07:46:23.749272
1.62,2021-04-26 07:46:41.939889
1.00,2021-04-26 07:46:51.028609
14.56,2021-04-26 07:47:45.628142
1.13,2021-04-26 07:47:57.745417
1.43,2021-04-26 07:48:15.928221
1.72,2021-04-26 07:48:34.132502
19.42,2021-04-26 07:49:34.758545
1.00,2021-04-26 07:49:43.829986
1.28,2021-04-26 07:49:58.986765
1.49,2021-04-26 07:50:17.162539
7.88,2021-04-26 07:50:59.635986
7.04,2021-04-26 07:51:42.111638
1.81,2021-04-26 07:52:03.349625
1.00,2021-04-26 07:52:12.479154
1.53,2021-04-26 07:52:30.695101
2.14,2021-04-26 07:52:54.927553
5.80,2021-04-26 07:53:34.378905
1.12,2021-04-26 07:53:46.537078
2.93,2021-04-26 07:54:13.808281
1.01,2021-04-26 07:54:25.939913
39.14,2021-04-26 07:55:35.712324
1.51,2021-04-26 07:55:53.904647
2.18,2021-04-26 07:56:18.145419
2.70,2021-04-26 07:56:42.414296
1.02,2021-04-26 07:56:54.571550
1.72,2021-04-26 07:57:12.774566
1.15,2021-04-26 07:57:27.972742
1.00,2021-04-26 07:57:37.051742
1.35,2021-04-26 07:58:01.348332
1.00,2021-04-26 07:58:13.486825
1.06,2021-04-26 07:58:22.596548
1.23,2021-04-26 07:58:37.738918
2.29,2021-04-26 07:59:02.020516
2.74,2021-04-26 07:59:29.332659
1.11,2021-04-26 07:59:41.475166
4.58,2021-04-26 08:00:14.828762
3.41,2021-04-26 08:00:48.187227
4.03,2021-04-26 08:01:21.533999
1.35,2021-04-26 08:01:36.693080
1.00,2021-04-26 08:01:45.759394
8.46,2021-04-26 08:02:31.281083
1.28,2021-04-26 08:02:46.473404
2.88,2021-04-26 08:03:13.810824
24.56,2021-04-26 08:04:17.536113
1.00,2021-04-26 08:04:26.643016
43.17,2021-04-26 08:05:42.574514
1.29,2021-04-26 08:05:54.699661
15.26,2021-04-26 08:06:52.315115
1.60,2021-04-26 08:07:10.495107
1.00,2021-04-26 08:07:19.610516
22.34,2021-04-26 08:08:23.347386
1.86,2021-04-26 08:08:41.549325
1.28,2021-04-26 08:08:56.738044
15.82,2021-04-26 08:09:54.356274
2.04,2021-04-26 08:10:15.610125
19.48,2021-04-26 08:11:16.254336
3.17,2021-04-26 08:11:46.564222
3.25,2021-04-26 08:12:16.887108
1.34,2021-04-26 08:12:32.051157
1.45,2021-04-26 08:12:47.226792
4.03,2021-04-26 08:13:20.616773
1.21,2021-04-26 08:13:35.756677
1.27,2021-04-26 08:13:47.874358
2.55,2021-04-26 08:14:15.164035
6.03,2021-04-26 08:14:54.568160
3.63,2021-04-26 08:15:27.923515
1.53,2021-04-26 08:15:43.077597
1.62,2021-04-26 08:16:01.294676
7.78,2021-04-26 08:16:46.779919
3.54,2021-04-26 08:17:20.171656
1.21,2021-04-26 08:17:32.344979
4.15,2021-04-26 08:18:05.737794
1.00,2021-04-26 08:18:17.847074
2.23,2021-04-26 08:18:39.083662
1.13,2021-04-26 08:18:51.214299
2.45,2021-04-26 08:19:18.552928
1.31,2021-04-26 08:19:33.704946
5.57,2021-04-26 08:20:13.134456
2.52,2021-04-26 08:20:37.418139
3.23,2021-04-26 08:21:07.736713
2.87,2021-04-26 08:21:35.021715
2.29,2021-04-26 08:21:59.297862
1.00,2021-04-26 08:22:11.452898
4.22,2021-04-26 08:22:44.816669
1.69,2021-04-26 08:23:03.000693
2.69,2021-04-26 08:23:30.322255
1.09,2021-04-26 08:23:42.453423
1.51,2021-04-26 08:24:00.649637
1.37,2021-04-26 08:24:15.805900
1.11,2021-04-26 08:24:27.943120
1.40,2021-04-26 08:24:43.098032
1.70,2021-04-26 08:25:01.311200
10.40,2021-04-26 08:25:52.978132
1.29,2021-04-26 08:26:05.093366
4.18,2021-04-26 08:26:41.458911
2.82,2021-04-26 08:27:08.772622
1.60,2021-04-26 08:27:26.981730
1.41,2021-04-26 08:27:42.190446
1.34,2021-04-26 08:27:57.325971
1.81,2021-04-26 08:28:18.572592
